"","x"
"1",59.1780585449703
"2",44.6376457659422
"3",35.166658029674
"4",58.6044553388188
"5",43.7471125529851
"6",34.8908904720803
"7",51.7146991305081
"8",25.6896265423034
"9",51.2582361284329
"10",64.161739900993
"11",59.9004330914798
"12",67.4742170605387
"13",35.6702667009472
"14",61.1939128712487
"15",40.7475002019554
"16",33.61980250604
"17",54.8144521992591
"18",54.0585715612774
"19",46.2066878106929
"20",50.9936289452189
"21",47.9239212933529
"22",50.8828685500506
"23",50.3113769353252
"24",30.9643312346218
"25",52.5566268074863
"26",37.6392968300885
"27",53.001481911658
"28",48.3831537054703
"29",32.6170038584592
"30",35.6542780015935
"31",42.724904629686
"32",49.3416919731496
"33",45.3445882264765
"34",55.2489337709212
"35",54.0866169953457
"36",31.8276202370946
"37",53.5217040110891
"38",46.6830750925673
"39",50.8743438732877
"40",28.5987930868744
"41",54.6349792510124
"42",52.1425057306612
"43",43.7399308301671
"44",56.7982433030985
"45",52.9689421804932
"46",33.3046919761478
"47",40.141697341602
"48",51.4074469498928
"49",32.0321683045331
"50",51.6355817066354
"51",35.3653689195522
"52",46.2963447819111
"53",46.9729010771414
"54",42.067282252312
"55",56.0520070300052
"56",58.9679211740093
"57",44.9462784170106
"58",63.5491545411688
"59",31.1943245450007
"60",60.0237901062934
"61",38.7516347826883
"62",50.9938331020062
"63",69.0841386468403
"64",58.5769319303922
"65",31.9662369108178
"66",66.8109047435919
"67",39.6143875896506
"68",42.96981344096
"69",58.7609708232375
"70",30.7946998642323
"71",46.9962576231321
"72",29.7916070600118
"73",66.9465650450964
"74",40.2853650713305
"75",24.7915121341302
"76",41.9497424194469
"77",33.1875851742965
"78",55.9026118622666
"79",59.5253163352509
"80",57.7874107425821
"81",37.3694656230525
"82",41.8300275276274
"83",63.0931818465955
"84",44.7068773067445
"85",48.011544981298
"86",26.4138217403148
"87",42.3944106393139
"88",36.4470040299482
"89",35.3949759537302
"90",45.4288964359626
"91",50.9298019991852
"92",43.6718870925578
"93",39.8989341963132
"94",53.6907842417062
"95",59.9339694186294
"96",52.7057651440059
"97",35.4588860874058
"98",39.9615426422502
"99",71.2092442188811
"100",46.5205302580277
"101",54.4929642184547
"102",49.344769707111
"103",57.784344610384
"104",63.6389341516112
"105",49.6784000296806
"106",52.1613134177893
"107",53.5932660129629
"108",51.1614561551588
"109",59.3815673796082
"110",36.2447977486982
"111",31.5772526375298
"112",38.5968276715005
"113",51.8343512069305
"114",47.4558950872268
"115",66.0103050485472
"116",46.8623392582243
"117",61.065919081709
"118",56.0398685830457
"119",38.0591122344632
"120",44.5995100235287
"121",37.9923844593398
"122",54.3347120107875
"123",56.9697560361495
"124",48.8980430278677
"125",50.390953586421
"126",37.7677087894821
"127",58.6575764131839
"128",50.0818275607756
"129",50.4606995726637
"130",40.4124856169388
"131",29.7435522723135
"132",42.9079221791529
"133",55.6680736433754
"134",51.4665482863135
"135",54.3805281617287
"136",33.8181529108854
"137",51.5104893958808
"138",52.5135109838451
"139",59.7760847330927
"140",43.4002241991445
"141",52.2767980849977
"142",37.1686556300881
"143",54.4944972854132
"144",42.2353099709104
"145",43.9791958859688
"146",50.6082307720422
"147",37.52046126585
"148",51.2388819514949
"149",61.75928318462
"150",51.5700056464025
"151",46.912332635548
"152",51.3266764154227
"153",41.1412418811072
"154",47.92666162452
"155",58.6278264934665
"156",44.6940704133638
"157",51.3134761874831
"158",40.381606615103
"159",52.566454499264
"160",66.7173369703754
"161",35.7713672064587
"162",46.8716482089514
"163",44.2710754452817
"164",51.1837150603396
"165",45.1724859981695
"166",28.2061625573741
"167",46.0483475126993
"168",52.2497890834858
"169",40.2321896382517
"170",60.4492988341939
"171",51.0964082546881
"172",38.9743515707415
"173",39.8318364372731
"174",48.9260703688219
"175",42.5923439465941
"176",46.5587602635563
"177",44.4052618480045
"178",24.3547719723013
"179",36.3974336886087
"180",55.5568987915381
"181",57.5329316813269
"182",53.7094998793317
"183",66.3575547321677
"184",52.0019582743998
"185",50.4029021667226
